k_par,k_per,P,P_err
0.099518211,0.211673,0.00226385,0.000508566
0.099518211,0.254008,0.00137302,0.000309305
0.099518211,0.296342,0.000793603,0.000184134
0.099518211,0.338677,0.000736370,0.000173644
0.099518211,0.381011,0.000692726,0.000164452
0.099518211,0.423346,0.00111267,0.000255205
0.10717346,0.0423346,2.69491e-05,1.94301e-05
0.10717346,0.0846692,0.000775365,0.000186592
0.10717346,0.127004,0.00237659,0.000532471
0.10717346,0.169338,0.00321111,0.000714679
0.10717346,0.211673,0.00209597,0.000472931
0.10717346,0.254008,0.00172200,0.000387237
0.10717346,0.296342,0.000708735,0.000166932
0.10717346,0.338677,0.000693864,0.000168067
0.10717346,0.381011,0.000586967,0.00014179
0.10717346,0.423346,0.00144020,0.000328667
0.11482871,0.0423346,-1.67226e-05,1.7028e-05
0.11482871,0.0846692,0.000557250,0.000144464
0.11482871,0.127004,0.00230574,0.000519851
0.11482871,0.169338,0.00255726,0.000578134
0.11482871,0.211673,0.00192372,0.00043464
0.11482871,0.254008,0.00174935,0.000398699
0.11482871,0.296342,0.000617182,0.00014972
0.11482871,0.338677,0.000609114,0.000153312
0.11482871,0.381011,0.000556304,0.000136634
0.11482871,0.423346,0.00136876,0.000314133
0.12248395,0.0423346,-1.11196e-05,1.71581e-05
0.12248395,0.0846692,0.000529966,0.000142926
0.12248395,0.127004,0.00210844,0.000475289
0.12248395,0.169338,0.00234227,0.000533002
0.12248395,0.211673,0.00170267,0.000387694
0.12248395,0.254008,0.00162278,0.000374958
0.12248395,0.296342,0.000628510,0.000153526
0.12248395,0.338677,0.000566638,0.000143147
0.12248395,0.381011,0.000575335,0.000143803
0.12248395,0.423346,0.00105338,0.000247007
0.13013920,0.0423346,-8.80834e-06,2.51132e-05
0.13013920,0.0846692,0.000545223,0.000142628
0.13013920,0.127004,0.00181636,0.000411854
0.13013920,0.169338,0.00225331,0.000513754
0.13013920,0.211673,0.00145480,0.000336511
0.13013920,0.254008,0.00127261,0.000300448
0.13013920,0.296342,0.000888593,0.000211805
0.13013920,0.338677,0.000547246,0.000141445
0.13013920,0.381011,0.000622544,0.000160631
0.13013920,0.423346,0.000710487,0.000171749
0.13779445,0.0423346,-1.08789e-05,3.05184e-05
0.13779445,0.0846692,0.000525753,0.000137589
0.13779445,0.127004,0.00135697,0.000317445
0.13779445,0.169338,0.00185329,0.000428417
0.13779445,0.211673,0.00120152,0.000283145
0.13779445,0.254008,0.000774673,0.000195053
0.13779445,0.296342,0.000957934,0.00022654
0.13779445,0.338677,0.000513373,0.000139599
0.13779445,0.381011,0.000562459,0.000151366
0.13779445,0.423346,0.000449458,0.000114191
0.14544969,0.0423346,-9.05797e-06,2.56769e-05
0.14544969,0.0846692,0.000575518,0.000145575
0.14544969,0.127004,0.00139563,0.000333838
0.14544969,0.169338,0.00199602,0.000463977
0.14544969,0.211673,0.00105470,0.000254399
0.14544969,0.254008,0.000585708,0.000155573
0.14544969,0.296342,0.00111760,0.000263239
0.14544969,0.338677,0.000598751,0.000155474
0.14544969,0.381011,0.000653619,0.000169443
0.14544969,0.423346,0.000590918,0.000144765
0.15310494,0.0423346,-5.39821e-05,4.24703e-05
0.15310494,0.0846692,0.000474355,0.000126365
0.15310494,0.127004,0.00148353,0.000352242
0.15310494,0.169338,0.00197221,0.000466656
0.15310494,0.211673,0.00113799,0.000274823
0.15310494,0.254008,0.000653886,0.000168558
0.15310494,0.296342,0.00115920,0.000274729
0.15310494,0.338677,0.000663666,0.000166053
0.15310494,0.381011,0.000939005,0.000230702
0.15310494,0.423346,0.000690262,0.000170811
0.16076019,0.0423346,-4.73053e-05,4.22496e-05
0.16076019,0.0846692,0.000630498,0.00016632
0.16076019,0.127004,0.00187614,0.000432583
0.16076019,0.169338,0.00279765,0.000647318
0.16076019,0.211673,0.00141595,0.000336659
0.16076019,0.254008,0.000881290,0.000217076
0.16076019,0.296342,0.00117457,0.000281034
0.16076019,0.338677,0.000895914,0.000213707
0.16076019,0.381011,0.00123194,0.000300398
0.16076019,0.423346,0.000760478,0.000190611
0.16841543,0.0423346,-3.19134e-05,4.39064e-05
0.16841543,0.0846692,0.000909343,0.00023215
0.16841543,0.127004,0.00258486,0.000586957
0.16841543,0.169338,0.00325765,0.000747278
0.16841543,0.211673,0.00152563,0.000362273
0.16841543,0.254008,0.00100469,0.000247402
0.16841543,0.296342,0.00120199,0.000288982
0.16841543,0.338677,0.00109721,0.000260909
0.16841543,0.381011,0.00129552,0.000321103
0.16841543,0.423346,0.000920029,0.00022991
0.17607068,0.0423346,-2.41298e-05,4.00176e-05
0.17607068,0.0846692,0.00102836,0.000265167
0.17607068,0.127004,0.00248502,0.000568682
0.17607068,0.169338,0.00292342,0.000681745
0.17607068,0.211673,0.00149245,0.000361083
0.17607068,0.254008,0.00107676,0.000267079
0.17607068,0.296342,0.00114957,0.000276585
0.17607068,0.338677,0.00126858,0.000301785
0.17607068,0.381011,0.00108670,0.000279663
0.17607068,0.423346,0.00108162,0.000268505
0.18372593,0.0423346,1.29183e-05,4.05727e-05
0.18372593,0.0846692,0.00139368,0.000352709
0.18372593,0.127004,0.00318264,0.000726375
0.18372593,0.169338,0.00234977,0.000560697
0.18372593,0.211673,0.00165473,0.000400048
0.18372593,0.254008,0.00100775,0.000254368
0.18372593,0.296342,0.000997589,0.000244001
0.18372593,0.338677,0.00113558,0.000281688
0.18372593,0.381011,0.000929918,0.000239045
0.18372593,0.423346,0.00125581,0.000307273
0.19138118,0.0423346,1.12044e-05,4.82775e-05
0.19138118,0.0846692,0.00158443,0.000397677
0.19138118,0.127004,0.00434350,0.000991086
0.19138118,0.169338,0.00196119,0.000470786
0.19138118,0.211673,0.00137638,0.000348443
0.19138118,0.254008,0.000991456,0.000260669
0.19138118,0.296342,0.000835108,0.000214051
0.19138118,0.338677,0.000985756,0.000258855
0.19138118,0.381011,0.000900142,0.000234562
0.19138118,0.423346,0.00109782,0.000276635
0.19903642,0.0423346,-2.16573e-05,5.91869e-05
0.19903642,0.0846692,0.00135253,0.000351822
0.19903642,0.127004,0.00390427,0.000910154
0.19903642,0.169338,0.00203683,0.000485299
0.19903642,0.211673,0.000903637,0.000252376
0.19903642,0.254008,0.000910799,0.000256388
0.19903642,0.296342,0.000904841,0.000240684
0.19903642,0.338677,0.000797996,0.000217476
0.19903642,0.381011,0.000910318,0.000247041
0.19903642,0.423346,0.00105573,0.000278368
